ID,site,hhedu,hhhage,hhhsex,hhethnic,hhsize,u05,povline,windex3,windex5,FS_score,FS
766,viwandani,primary,18,female,Other,6,1,yes,middle,fourth,0,Secure
6540,viwandani,primary,31,male,Other,1,0,yes,lowest,lowest,3,Severely insecure
9327,viwandani,primary,45,male,Other,1,0,no_(2),highest,fourth,0,Secure
9563,viwandani,secondary,18,male,Other,1,0,no_(2),middle,second,1,Moderately insecure
9631,korogocho,secondary,58,male,Other,2,1,no_(2),highest,fourth,0,Secure
10340,viwandani,secondary,31,male,Other,4,2,no_(2),middle,second,0,Secure
12360,viwandani,secondary,24,female,Other,5,1,yes,lowest,second,3,Severely insecure
12573,viwandani,primary,28,male,Other,3,1,yes,highest,fourth,0,Secure
12899,korogocho,primary,26,female,Other,4,2,yes,highest,highest,0,Secure
14372,korogocho,primary,36,female,Other,1,0,no_(2),highest,fourth,3,Severely insecure
18357,korogocho,primary,24,male,Other,2,0,yes,middle,middle,0,Secure
1,korogocho,primary,40,male,Luo,2,0,no_(2),highest,highest,2,Moderately insecure
2,korogocho,secondary,26,male,Luo,2,0,no_(2),highest,highest,2,Moderately insecure
4,korogocho,secondary,42,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
5,viwandani,secondary,24,male,Kisii,2,0,no_(2),highest,highest,2,Moderately insecure
6,viwandani,secondary,32,male,Luhya,4,1,no_(2),middle,middle,3,Severely insecure
7,viwandani,secondary,25,male,Kamba,1,0,no_(2),middle,middle,0,Secure
8,viwandani,secondary,31,male,Other,2,0,no_(2),highest,highest,2,Moderately insecure
12,korogocho,primary,79,male,Kikuyu,3,1,yes,middle,middle,1,Moderately insecure
17,korogocho,secondary,41,male,Luo,2,0,no_(2),lowest,lowest,0,Secure
18,viwandani,secondary,35,male,Kamba,3,1,yes,lowest,second,0,Secure
21,korogocho,secondary,20,male,Kikuyu,6,0,yes,highest,fourth,1,Moderately insecure
22,korogocho,primary,55,female,Kikuyu,4,0,yes,highest,fourth,2,Moderately insecure
24,korogocho,secondary,54,male,Luhya,2,0,no_(2),highest,fourth,2,Moderately insecure
25,korogocho,never attended,51,female,Other,4,0,yes,middle,middle,1,Moderately insecure
26,viwandani,primary,36,female,Kamba,1,0,no_(2),lowest,lowest,0,Secure
27,viwandani,secondary,28,male,Kisii,3,1,no_(2),highest,highest,2,Moderately insecure
28,viwandani,secondary,37,male,Kamba,5,1,no_(2),highest,fourth,3,Severely insecure
31,viwandani,secondary,26,male,Kikuyu,2,0,no_(2),middle,middle,0,Secure
33,viwandani,primary,32,male,Kikuyu,1,0,no_(2),highest,highest,2,Moderately insecure
34,viwandani,secondary,33,female,Kikuyu,3,0,yes,highest,fourth,0,Secure
36,viwandani,primary,24,female,Kamba,3,1,no_(2),highest,fourth,0,Secure
37,korogocho,primary,35,female,Luo,4,1,yes,middle,middle,3,Severely insecure
41,viwandani,primary,45,male,Kamba,1,0,no_(2),middle,middle,0,Secure
44,viwandani,primary,37,male,Luhya,1,0,no_(2),lowest,lowest,2,Moderately insecure
48,viwandani,secondary,48,male,Kisii,6,0,yes,highest,fourth,0,Secure
49,korogocho,primary,69,female,Kamba,6,0,yes,highest,highest,3,Severely insecure
50,viwandani,secondary,35,male,Kamba,1,0,no_(2),middle,middle,0,Secure
52,viwandani,secondary,38,male,Kamba,3,0,no_(2),highest,highest,3,Severely insecure
53,viwandani,highest,23,female,Kikuyu,3,1,yes,middle,middle,3,Severely insecure
54,viwandani,secondary,39,male,Luhya,3,0,no_(2),middle,middle,3,Severely insecure
55,viwandani,secondary,26,male,Kikuyu,6,1,yes,middle,middle,2,Moderately insecure
56,viwandani,secondary,26,male,Kamba,3,0,no_(2),highest,fourth,0,Secure
57,viwandani,secondary,24,female,Kikuyu,1,0,no_(2),middle,middle,0,Secure
58,viwandani,highest,24,male,Kikuyu,2,0,no_(2),highest,fourth,2,Moderately insecure
62,viwandani,secondary,36,male,Kamba,5,2,yes,highest,highest,2,Moderately insecure
63,korogocho,never attended,41,female,Other,5,1,yes,middle,middle,3,Severely insecure
64,viwandani,primary,34,male,Kikuyu,4,2,no_(2),middle,fourth,0,Secure
65,viwandani,primary,62,female,Kisii,1,0,yes,middle,second,0,Secure
66,korogocho,primary,54,male,Kikuyu,7,1,yes,highest,highest,0,Secure
68,viwandani,secondary,41,female,Kikuyu,5,0,no_(2),highest,highest,0,Secure
69,viwandani,secondary,49,male,Kamba,3,1,no_(2),highest,highest,2,Moderately insecure
70,korogocho,primary,53,male,Luhya,2,0,no_(2),lowest,second,1,Moderately insecure
71,korogocho,primary,36,male,Luo,8,2,yes,lowest,second,1,Moderately insecure
72,korogocho,primary,27,female,Kikuyu,4,1,yes,lowest,lowest,3,Severely insecure
74,korogocho,primary,28,female,Luo,6,2,yes,middle,middle,3,Severely insecure
75,viwandani,secondary,29,male,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
76,korogocho,primary,36,male,Luhya,5,1,yes,middle,middle,3,Severely insecure
77,korogocho,primary,47,female,Luo,3,0,no_(2),middle,middle,3,Severely insecure
78,viwandani,primary,45,male,Kamba,2,0,no_(2),middle,fourth,0,Secure
79,korogocho,primary,53,male,Luhya,4,0,yes,middle,middle,3,Severely insecure
80,viwandani,secondary,28,male,Kamba,3,1,no_(2),highest,highest,0,Secure
81,viwandani,secondary,41,male,Kisii,5,1,yes,highest,highest,0,Secure
84,viwandani,primary,39,male,Luo,7,0,yes,highest,fourth,0,Secure
85,viwandani,secondary,34,male,Kikuyu,5,0,no_(2),highest,highest,0,Secure
86,korogocho,primary,34,male,Other,1,0,yes,highest,fourth,3,Severely insecure
87,viwandani,secondary,21,female,Kikuyu,2,0,yes,lowest,lowest,0,Secure
88,viwandani,primary,32,male,Luhya,1,0,no_(2),lowest,lowest,0,Secure
89,viwandani,secondary,27,male,Kisii,6,1,yes,lowest,second,1,Moderately insecure
90,viwandani,secondary,34,female,Kisii,1,0,no_(2),lowest,second,2,Moderately insecure
91,viwandani,secondary,32,male,Kikuyu,3,1,yes,highest,fourth,2,Moderately insecure
92,korogocho,secondary,28,male,Luhya,4,1,no_(2),highest,highest,2,Moderately insecure
93,viwandani,secondary,37,male,Kamba,1,0,no_(2),middle,fourth,0,Secure
95,viwandani,secondary,34,female,Kamba,1,0,no_(2),lowest,lowest,0,Secure
97,korogocho,secondary,27,male,Luhya,3,0,yes,middle,middle,2,Moderately insecure
99,viwandani,secondary,29,male,Kisii,4,2,no_(2),highest,highest,0,Secure
101,viwandani,secondary,32,male,Kisii,5,1,yes,middle,middle,0,Secure
103,korogocho,primary,23,female,Luo,7,1,yes,highest,highest,3,Severely insecure
104,korogocho,primary,27,male,Kikuyu,3,0,no_(2),highest,highest,3,Severely insecure
108,korogocho,secondary,47,male,Luo,5,0,no_(2),middle,middle,3,Severely insecure
109,viwandani,primary,54,male,Kamba,1,0,no_(2),highest,highest,0,Secure
110,viwandani,primary,40,male,Other,6,0,no_(2),highest,fourth,0,Secure
111,korogocho,primary,34,male,Luo,6,1,yes,middle,middle,0,Secure
113,viwandani,secondary,35,male,Kisii,1,0,no_(2),highest,fourth,0,Secure
115,korogocho,primary,21,female,Luo,8,3,yes,middle,fourth,1,Moderately insecure
116,korogocho,secondary,29,male,Kikuyu,1,0,no_(2),highest,fourth,2,Moderately insecure
117,viwandani,secondary,32,male,Kikuyu,3,0,no_(2),middle,middle,0,Secure
118,korogocho,primary,37,male,Kamba,6,1,yes,lowest,lowest,3,Severely insecure
123,viwandani,primary,34,male,Kikuyu,4,2,no_(2),highest,fourth,0,Secure
124,korogocho,never attended,55,male,Luhya,1,0,no_(2),highest,fourth,2,Moderately insecure
130,viwandani,primary,30,male,Kamba,4,1,yes,middle,middle,0,Secure
132,viwandani,secondary,28,male,Kamba,3,1,yes,highest,fourth,0,Secure
133,korogocho,secondary,35,male,Kikuyu,5,1,yes,highest,fourth,3,Severely insecure
135,korogocho,primary,31,male,Luhya,1,0,no_(2),middle,fourth,0,Secure
136,korogocho,primary,30,female,Kamba,5,0,yes,lowest,lowest,3,Severely insecure
137,korogocho,secondary,27,male,Kikuyu,3,1,yes,highest,fourth,3,Severely insecure
141,korogocho,secondary,32,male,Luhya,1,0,no_(2),lowest,lowest,3,Severely insecure
142,viwandani,secondary,32,male,Luo,2,0,no_(2),lowest,second,2,Moderately insecure
143,korogocho,primary,42,female,Kikuyu,2,0,no_(2),lowest,lowest,2,Moderately insecure
146,viwandani,secondary,37,male,Kamba,2,1,no_(2),middle,middle,0,Secure
148,viwandani,secondary,35,female,Kikuyu,1,0,no_(2),highest,fourth,2,Moderately insecure
149,korogocho,never attended,45,male,Other,6,0,yes,highest,highest,0,Secure
150,korogocho,primary,26,male,Luo,6,2,yes,middle,middle,2,Moderately insecure
156,korogocho,primary,36,male,Kamba,4,0,yes,lowest,second,0,Secure
157,viwandani,secondary,29,male,Kikuyu,4,2,no_(2),highest,fourth,2,Moderately insecure
158,viwandani,NA,41,male,Kikuyu,6,2,yes,highest,highest,0,Secure
160,viwandani,primary,50,female,Kamba,1,0,no_(2),highest,highest,0,Secure
162,viwandani,primary,35,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
164,korogocho,secondary,30,male,Luhya,3,1,no_(2),highest,highest,0,Secure
166,viwandani,primary,35,male,Kamba,2,0,no_(2),middle,middle,0,Secure
168,korogocho,primary,32,male,Luo,6,1,yes,middle,fourth,3,Severely insecure
169,viwandani,highest,24,male,Kikuyu,1,0,no_(2),middle,fourth,0,Secure
170,korogocho,primary,39,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
172,viwandani,secondary,33,male,Kikuyu,4,1,yes,highest,highest,2,Moderately insecure
173,korogocho,secondary,28,male,Luhya,3,1,no_(2),highest,fourth,3,Severely insecure
178,viwandani,primary,48,male,Luhya,3,0,no_(2),highest,highest,0,Secure
179,korogocho,primary,34,male,Luhya,2,0,no_(2),lowest,lowest,3,Severely insecure
180,viwandani,primary,35,female,Kikuyu,4,0,no_(2),highest,fourth,2,Moderately insecure
181,viwandani,highest,28,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
182,korogocho,secondary,46,female,Kikuyu,5,0,no_(2),highest,highest,0,Secure
183,korogocho,primary,36,male,Kikuyu,8,1,yes,highest,highest,0,Secure
185,viwandani,primary,42,male,Kamba,3,0,no_(2),middle,fourth,3,Severely insecure
187,korogocho,primary,61,male,Kikuyu,2,0,no_(2),middle,middle,1,Moderately insecure
192,korogocho,secondary,38,male,Kikuyu,5,1,yes,highest,fourth,3,Severely insecure
194,viwandani,secondary,44,male,Kamba,5,0,yes,highest,fourth,0,Secure
196,korogocho,never attended,55,female,Other,5,0,yes,highest,highest,3,Severely insecure
197,korogocho,secondary,31,female,Kikuyu,4,0,yes,highest,highest,1,Moderately insecure
200,viwandani,secondary,35,male,Kisii,4,1,yes,highest,highest,0,Secure
201,viwandani,secondary,25,male,Kikuyu,3,1,no_(2),middle,second,2,Moderately insecure
205,viwandani,primary,27,male,Kamba,1,0,no_(2),middle,middle,0,Secure
206,viwandani,secondary,36,male,Kisii,5,0,yes,highest,highest,3,Severely insecure
207,korogocho,secondary,31,male,Luo,8,2,yes,lowest,lowest,3,Severely insecure
208,korogocho,primary,51,female,Kikuyu,3,0,yes,highest,highest,2,Moderately insecure
209,korogocho,secondary,39,male,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
210,viwandani,never attended,40,male,Other,5,0,no_(2),highest,highest,0,Secure
211,korogocho,primary,36,female,Kikuyu,6,1,yes,lowest,lowest,3,Severely insecure
214,viwandani,primary,40,male,Kamba,3,1,no_(2),middle,second,0,Secure
215,korogocho,never attended,76,female,Kikuyu,1,0,yes,lowest,lowest,2,Moderately insecure
217,viwandani,secondary,39,male,Kisii,6,0,yes,middle,middle,3,Severely insecure
218,viwandani,primary,32,male,Kikuyu,1,0,no_(2),lowest,second,2,Moderately insecure
219,viwandani,secondary,40,male,Kamba,1,0,no_(2),middle,middle,0,Secure
220,viwandani,secondary,28,male,Kikuyu,2,0,no_(2),middle,fourth,2,Moderately insecure
221,viwandani,secondary,27,male,Kamba,3,0,yes,middle,middle,2,Moderately insecure
224,viwandani,secondary,42,male,Kikuyu,4,1,no_(2),highest,highest,0,Secure
227,korogocho,primary,32,male,Luo,1,0,no_(2),middle,second,1,Moderately insecure
228,korogocho,primary,45,male,Kikuyu,8,1,yes,highest,highest,1,Moderately insecure
230,korogocho,secondary,46,female,Kikuyu,2,0,yes,highest,fourth,1,Moderately insecure
232,korogocho,secondary,54,male,Luo,8,0,yes,highest,highest,0,Secure
233,viwandani,secondary,42,male,Luhya,9,1,yes,highest,highest,3,Severely insecure
235,korogocho,secondary,45,male,Luo,1,0,no_(2),lowest,lowest,2,Moderately insecure
236,korogocho,secondary,21,male,Kikuyu,1,0,no_(2),highest,highest,2,Moderately insecure
238,viwandani,secondary,30,male,Other,4,1,yes,highest,highest,0,Secure
240,korogocho,primary,59,female,Kikuyu,5,1,yes,middle,middle,0,Secure
241,viwandani,secondary,24,male,Luhya,4,0,yes,lowest,lowest,3,Severely insecure
242,korogocho,primary,29,female,Kamba,6,0,yes,lowest,second,3,Severely insecure
243,viwandani,primary,49,female,Luhya,5,0,yes,highest,highest,3,Severely insecure
244,viwandani,secondary,24,female,Kamba,2,0,no_(2),middle,second,0,Secure
246,viwandani,secondary,32,male,Kisii,4,0,no_(2),middle,middle,2,Moderately insecure
248,korogocho,primary,35,male,Luhya,2,0,no_(2),lowest,lowest,3,Severely insecure
251,korogocho,primary,38,male,Kikuyu,5,1,yes,highest,highest,1,Moderately insecure
252,korogocho,primary,20,male,Luo,1,0,no_(2),highest,fourth,2,Moderately insecure
254,korogocho,secondary,30,male,Luo,1,0,no_(2),middle,middle,0,Secure
256,viwandani,never attended,54,female,Kisii,4,0,yes,lowest,second,3,Severely insecure
257,korogocho,primary,33,male,Luo,5,1,yes,highest,fourth,2,Moderately insecure
261,viwandani,secondary,27,female,Kikuyu,2,0,no_(2),middle,middle,0,Secure
262,viwandani,primary,43,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
263,korogocho,never attended,38,female,Luhya,7,0,yes,middle,middle,3,Severely insecure
264,viwandani,highest,32,male,Kikuyu,3,1,no_(2),middle,middle,3,Severely insecure
266,korogocho,primary,39,male,Kamba,2,0,no_(2),highest,highest,1,Moderately insecure
267,korogocho,highest,31,female,Luhya,2,0,no_(2),middle,middle,0,Secure
269,viwandani,secondary,24,male,Kisii,3,1,no_(2),middle,middle,3,Severely insecure
271,viwandani,secondary,28,male,Kamba,6,1,yes,highest,highest,0,Secure
272,korogocho,secondary,28,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
273,viwandani,secondary,41,male,Kamba,4,0,no_(2),middle,second,0,Secure
274,viwandani,secondary,36,male,Luhya,3,1,no_(2),highest,fourth,2,Moderately insecure
277,korogocho,primary,46,male,Other,9,1,yes,middle,middle,3,Severely insecure
279,viwandani,primary,39,male,Kamba,1,0,no_(2),middle,middle,1,Moderately insecure
282,viwandani,secondary,46,male,Kikuyu,6,1,yes,highest,fourth,2,Moderately insecure
283,korogocho,secondary,20,male,Luhya,1,0,yes,lowest,second,0,Secure
284,viwandani,secondary,19,male,Kikuyu,1,0,yes,lowest,lowest,2,Moderately insecure
285,viwandani,primary,39,female,Luo,1,0,no_(2),highest,highest,0,Secure
286,korogocho,primary,50,male,Luo,2,0,no_(2),middle,middle,3,Severely insecure
287,viwandani,secondary,27,male,Kisii,4,1,yes,highest,highest,0,Secure
288,korogocho,never attended,74,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
290,viwandani,secondary,43,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
291,viwandani,primary,25,male,Kikuyu,3,1,no_(2),highest,fourth,2,Moderately insecure
292,viwandani,primary,31,male,Luhya,3,1,yes,middle,middle,0,Secure
293,viwandani,secondary,39,male,Kamba,5,0,no_(2),highest,highest,0,Secure
299,viwandani,secondary,18,male,Kamba,2,0,no_(2),lowest,lowest,0,Secure
300,viwandani,secondary,28,male,Kamba,5,2,yes,middle,middle,3,Severely insecure
303,korogocho,primary,43,female,Other,4,0,no_(2),highest,highest,3,Severely insecure
305,korogocho,secondary,31,male,Kamba,3,1,yes,lowest,second,0,Secure
306,korogocho,secondary,18,male,Luo,5,1,yes,highest,fourth,2,Moderately insecure
308,viwandani,primary,57,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
311,korogocho,primary,36,male,Luo,6,1,yes,highest,fourth,2,Moderately insecure
312,viwandani,primary,49,male,Kamba,1,0,no_(2),middle,middle,0,Secure
313,korogocho,primary,32,female,Kikuyu,6,1,yes,middle,middle,3,Severely insecure
316,viwandani,highest,20,female,Kikuyu,3,0,yes,lowest,second,2,Moderately insecure
318,korogocho,secondary,51,male,Luhya,3,1,yes,lowest,second,0,Secure
319,viwandani,secondary,40,male,Kisii,1,0,no_(2),middle,fourth,0,Secure
322,korogocho,secondary,23,male,Luhya,1,0,no_(2),middle,middle,2,Moderately insecure
323,viwandani,secondary,26,male,Luo,3,1,yes,middle,second,0,Secure
326,korogocho,primary,30,male,Kikuyu,3,1,yes,highest,highest,1,Moderately insecure
331,viwandani,secondary,30,male,Kisii,3,1,yes,middle,fourth,0,Secure
333,korogocho,primary,20,female,Luo,7,0,yes,lowest,lowest,3,Severely insecure
334,korogocho,secondary,32,male,Kikuyu,3,1,no_(2),middle,middle,0,Secure
335,viwandani,secondary,26,female,Kamba,1,0,no_(2),highest,fourth,2,Moderately insecure
336,viwandani,primary,41,male,Luhya,1,0,no_(2),lowest,second,0,Secure
337,korogocho,primary,44,female,Kikuyu,3,0,yes,middle,middle,1,Moderately insecure
338,viwandani,secondary,31,male,Kamba,5,1,no_(2),highest,highest,0,Secure
339,korogocho,secondary,38,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
341,viwandani,primary,38,male,Kamba,2,0,yes,lowest,lowest,1,Moderately insecure
342,viwandani,primary,57,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
344,viwandani,primary,37,male,Kikuyu,4,0,yes,highest,highest,0,Secure
345,korogocho,secondary,35,male,Kikuyu,3,0,yes,highest,highest,0,Secure
346,korogocho,never attended,53,female,Other,6,0,yes,highest,highest,3,Severely insecure
347,viwandani,primary,33,female,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
351,viwandani,secondary,33,female,Kamba,2,0,yes,highest,highest,0,Secure
352,korogocho,primary,70,male,Luhya,4,0,yes,highest,highest,3,Severely insecure
354,viwandani,secondary,39,male,Kamba,4,0,yes,lowest,second,3,Severely insecure
356,viwandani,primary,42,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
360,viwandani,secondary,36,female,Kamba,3,1,yes,highest,highest,0,Secure
361,korogocho,secondary,26,male,Kikuyu,3,1,yes,middle,second,0,Secure
362,korogocho,secondary,34,female,Luhya,3,0,yes,middle,fourth,3,Severely insecure
363,viwandani,primary,42,female,Kamba,7,1,yes,highest,highest,3,Severely insecure
366,viwandani,secondary,24,male,Kamba,3,1,yes,middle,second,0,Secure
369,viwandani,secondary,30,male,Other,4,1,yes,highest,fourth,3,Severely insecure
370,korogocho,primary,39,male,Kamba,2,0,no_(2),middle,fourth,2,Moderately insecure
372,viwandani,primary,36,female,Kamba,5,1,no_(2),highest,fourth,0,Secure
373,viwandani,primary,47,male,Kikuyu,2,0,no_(2),lowest,lowest,2,Moderately insecure
375,korogocho,primary,36,male,Other,5,2,yes,highest,highest,0,Secure
378,viwandani,secondary,31,female,Kikuyu,3,0,no_(2),highest,highest,0,Secure
379,korogocho,secondary,36,male,Kamba,3,0,no_(2),middle,middle,0,Secure
382,korogocho,primary,42,male,Luhya,3,0,no_(2),highest,fourth,3,Severely insecure
383,korogocho,secondary,22,male,Kikuyu,3,0,yes,middle,middle,1,Moderately insecure
384,korogocho,secondary,29,male,Luhya,1,0,no_(2),highest,highest,2,Moderately insecure
385,viwandani,primary,55,female,Luhya,3,0,no_(2),middle,middle,0,Secure
386,korogocho,secondary,25,male,Kikuyu,1,0,no_(2),middle,middle,1,Moderately insecure
388,korogocho,secondary,31,female,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
393,viwandani,secondary,18,male,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
395,viwandani,secondary,21,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
396,viwandani,secondary,42,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
397,korogocho,primary,28,female,Kikuyu,1,0,no_(2),highest,highest,0,Secure
403,viwandani,primary,61,male,Kamba,9,0,yes,highest,highest,3,Severely insecure
404,korogocho,primary,50,female,Kamba,2,0,no_(2),highest,highest,2,Moderately insecure
405,viwandani,secondary,38,male,Kamba,3,0,no_(2),highest,highest,2,Moderately insecure
406,korogocho,primary,49,male,Other,1,0,no_(2),middle,fourth,1,Moderately insecure
408,korogocho,secondary,48,male,Kamba,8,0,yes,middle,middle,0,Secure
412,korogocho,secondary,22,male,Luo,4,2,no_(2),highest,highest,0,Secure
413,viwandani,secondary,42,male,Kamba,4,0,no_(2),middle,second,0,Secure
414,viwandani,secondary,44,male,Kamba,1,0,no_(2),middle,second,0,Secure
418,viwandani,highest,26,male,Kamba,1,0,no_(2),highest,fourth,1,Moderately insecure
420,viwandani,secondary,55,male,Other,1,0,no_(2),highest,highest,0,Secure
421,korogocho,primary,39,male,Luhya,1,0,yes,middle,middle,3,Severely insecure
422,korogocho,secondary,38,male,Luhya,3,1,yes,highest,fourth,1,Moderately insecure
423,viwandani,secondary,25,male,Kamba,3,1,yes,highest,highest,2,Moderately insecure
429,korogocho,primary,32,female,Kikuyu,3,0,yes,middle,fourth,1,Moderately insecure
430,viwandani,primary,56,male,Other,1,0,no_(2),lowest,lowest,0,Secure
431,korogocho,secondary,33,male,Kikuyu,5,1,yes,highest,fourth,3,Severely insecure
434,viwandani,primary,26,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
435,korogocho,primary,51,female,Luo,3,0,no_(2),highest,highest,1,Moderately insecure
436,viwandani,secondary,39,male,Kisii,4,0,no_(2),middle,middle,2,Moderately insecure
437,viwandani,secondary,35,male,Kisii,5,0,yes,highest,highest,3,Severely insecure
439,viwandani,secondary,59,male,Luhya,3,0,no_(2),middle,middle,3,Severely insecure
441,korogocho,never attended,69,female,Other,4,0,yes,lowest,second,3,Severely insecure
442,viwandani,secondary,38,male,Kikuyu,3,0,yes,lowest,lowest,3,Severely insecure
447,viwandani,secondary,26,male,Kikuyu,3,1,no_(2),middle,fourth,3,Severely insecure
448,korogocho,primary,54,male,Kikuyu,7,1,yes,highest,highest,0,Secure
449,viwandani,secondary,54,male,Kamba,2,0,no_(2),highest,highest,0,Secure
451,viwandani,primary,49,male,Kikuyu,4,0,yes,highest,fourth,3,Severely insecure
453,viwandani,highest,25,male,Luhya,2,0,no_(2),lowest,lowest,2,Moderately insecure
454,viwandani,secondary,27,male,Kamba,3,1,yes,highest,highest,0,Secure
457,korogocho,primary,21,male,Luhya,1,0,no_(2),lowest,lowest,0,Secure
460,viwandani,secondary,39,male,Kamba,4,0,yes,middle,middle,2,Moderately insecure
461,viwandani,primary,31,male,Luo,3,1,no_(2),highest,highest,0,Secure
462,viwandani,primary,25,male,Luo,1,0,no_(2),highest,fourth,0,Secure
464,viwandani,secondary,38,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
465,korogocho,secondary,27,male,Luo,2,0,no_(2),middle,middle,1,Moderately insecure
466,korogocho,primary,55,male,Other,3,0,no_(2),highest,fourth,1,Moderately insecure
467,viwandani,secondary,59,male,Kamba,3,0,no_(2),middle,middle,1,Moderately insecure
468,viwandani,secondary,54,male,Kamba,2,0,no_(2),middle,second,0,Secure
471,korogocho,primary,30,female,Kikuyu,3,1,no_(2),middle,fourth,1,Moderately insecure
472,viwandani,secondary,31,male,Kikuyu,5,1,yes,highest,fourth,3,Severely insecure
473,korogocho,primary,35,female,Kikuyu,4,0,yes,lowest,second,3,Severely insecure
475,viwandani,secondary,50,male,Kisii,3,0,no_(2),middle,middle,0,Secure
478,korogocho,highest,56,male,Kikuyu,3,0,no_(2),highest,highest,0,Secure
480,viwandani,primary,31,male,Kikuyu,4,1,yes,lowest,lowest,3,Severely insecure
487,viwandani,secondary,38,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
489,korogocho,primary,49,female,Kikuyu,1,0,no_(2),middle,second,1,Moderately insecure
490,viwandani,primary,39,male,Kamba,2,0,no_(2),middle,fourth,2,Moderately insecure
491,korogocho,secondary,41,male,Other,5,1,yes,highest,highest,1,Moderately insecure
492,korogocho,primary,67,male,Other,1,0,no_(2),lowest,second,2,Moderately insecure
496,korogocho,secondary,53,male,Kikuyu,4,0,yes,lowest,lowest,0,Secure
497,korogocho,primary,57,male,Other,3,0,no_(2),highest,highest,0,Secure
498,viwandani,secondary,28,male,Kisii,3,1,no_(2),highest,fourth,3,Severely insecure
499,korogocho,never attended,43,male,Other,10,2,yes,middle,middle,0,Secure
500,viwandani,secondary,38,female,Kisii,3,0,no_(2),highest,fourth,0,Secure
501,viwandani,never attended,56,male,Luhya,1,0,no_(2),middle,second,0,Secure
502,viwandani,primary,47,male,Kamba,6,0,yes,highest,highest,0,Secure
503,viwandani,primary,37,male,Luhya,4,0,yes,middle,fourth,0,Secure
504,korogocho,secondary,38,male,Luo,6,1,no_(2),middle,fourth,0,Secure
506,viwandani,NA,25,male,Kamba,3,1,yes,highest,highest,0,Secure
508,viwandani,secondary,18,male,Kamba,4,0,yes,lowest,lowest,1,Moderately insecure
509,korogocho,primary,35,male,Kikuyu,3,1,yes,highest,highest,1,Moderately insecure
513,korogocho,primary,38,male,Luo,5,1,yes,highest,highest,1,Moderately insecure
514,korogocho,primary,35,male,Luo,4,1,no_(2),highest,highest,1,Moderately insecure
515,viwandani,primary,18,female,Kisii,2,0,yes,lowest,lowest,3,Severely insecure
516,viwandani,secondary,34,male,Kikuyu,4,1,no_(2),highest,highest,0,Secure
517,viwandani,secondary,23,male,Kamba,1,0,no_(2),lowest,second,3,Severely insecure
519,korogocho,primary,25,male,Luhya,4,2,yes,middle,middle,3,Severely insecure
520,viwandani,secondary,35,male,Kisii,4,0,yes,highest,highest,3,Severely insecure
521,viwandani,primary,61,male,Other,2,0,no_(2),middle,second,2,Moderately insecure
523,viwandani,primary,25,female,Kikuyu,1,0,no_(2),highest,fourth,0,Secure
525,viwandani,secondary,24,male,Luhya,3,1,yes,highest,fourth,0,Secure
526,viwandani,secondary,28,female,Kamba,1,0,no_(2),lowest,lowest,0,Secure
531,viwandani,secondary,42,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
533,viwandani,secondary,24,male,Kisii,3,1,yes,lowest,lowest,3,Severely insecure
534,viwandani,highest,27,female,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
535,korogocho,secondary,21,male,Other,2,0,yes,middle,middle,0,Secure
536,viwandani,secondary,27,male,Kisii,3,1,yes,middle,second,1,Moderately insecure
538,viwandani,secondary,56,male,Luhya,1,0,no_(2),highest,fourth,2,Moderately insecure
539,viwandani,secondary,29,male,Kamba,2,0,no_(2),lowest,second,2,Moderately insecure
541,viwandani,secondary,28,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
542,viwandani,secondary,24,male,Kikuyu,2,0,no_(2),middle,middle,0,Secure
543,viwandani,secondary,48,male,Luo,4,1,no_(2),highest,highest,0,Secure
544,viwandani,secondary,33,male,Luhya,4,0,no_(2),middle,second,0,Secure
545,viwandani,primary,27,female,Kamba,3,0,no_(2),highest,fourth,0,Secure
547,viwandani,primary,50,female,Kikuyu,3,0,no_(2),lowest,second,2,Moderately insecure
