ID,site,hhedu,hhhage,hhhsex,hhethnic,hhsize,u05,povline,windex3,windex5,FS_score,FS
7617,korogocho,never attended,52,male,Other,5,0,yes,highest,fourth,3,Severely insecure
7618,korogocho,primary,26,male,Kikuyu,5,1,yes,highest,highest,0,Secure
7619,viwandani,primary,34,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
7620,korogocho,never attended,51,male,Other,2,0,no_(2),highest,highest,0,Secure
7621,viwandani,highest,42,male,Kamba,5,0,yes,highest,fourth,0,Secure
7629,viwandani,secondary,27,male,Kamba,2,0,no_(2),highest,highest,2,Moderately insecure
7630,viwandani,secondary,45,male,Kikuyu,5,0,yes,highest,highest,2,Moderately insecure
7631,korogocho,primary,44,female,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
7632,viwandani,highest,28,female,Kamba,1,0,no_(2),lowest,lowest,1,Moderately insecure
7633,viwandani,primary,26,male,Kikuyu,5,1,yes,highest,highest,0,Secure
7636,viwandani,secondary,21,male,Kamba,1,0,no_(2),highest,highest,0,Secure
7637,viwandani,secondary,38,male,Kikuyu,5,1,yes,highest,highest,0,Secure
7638,viwandani,secondary,18,male,Kamba,1,0,no_(2),lowest,lowest,3,Severely insecure
7642,korogocho,primary,26,male,Kikuyu,3,1,yes,highest,highest,3,Severely insecure
7643,viwandani,secondary,68,male,Kikuyu,3,0,yes,highest,highest,0,Secure
7645,viwandani,secondary,34,male,Kikuyu,3,0,no_(2),lowest,second,3,Severely insecure
7647,viwandani,primary,30,male,Kikuyu,3,0,no_(2),lowest,second,0,Secure
7648,korogocho,primary,18,male,Luhya,3,0,no_(2),lowest,lowest,3,Severely insecure
7649,viwandani,primary,36,male,Other,2,0,no_(2),lowest,lowest,2,Moderately insecure
7650,viwandani,primary,38,female,Kikuyu,1,0,no_(2),middle,fourth,0,Secure
7652,viwandani,primary,67,male,Kamba,3,0,no_(2),middle,middle,0,Secure
7653,viwandani,secondary,56,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7655,viwandani,secondary,32,female,Kisii,4,0,yes,lowest,lowest,0,Secure
7657,korogocho,primary,20,male,Kikuyu,3,0,yes,highest,fourth,0,Secure
7661,viwandani,secondary,35,male,Kikuyu,5,1,yes,highest,fourth,2,Moderately insecure
7662,korogocho,secondary,42,male,Luhya,2,0,no_(2),lowest,second,2,Moderately insecure
7663,korogocho,primary,34,male,Kamba,4,1,yes,middle,middle,0,Secure
7665,viwandani,primary,26,male,Luhya,4,2,yes,lowest,second,3,Severely insecure
7666,korogocho,primary,31,male,Kikuyu,5,1,yes,highest,fourth,0,Secure
7667,korogocho,secondary,18,male,Luo,2,0,yes,lowest,lowest,1,Moderately insecure
7668,viwandani,primary,35,female,Kamba,2,0,no_(2),middle,middle,0,Secure
7669,korogocho,primary,65,female,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7670,korogocho,primary,66,female,Kikuyu,1,0,yes,highest,fourth,0,Secure
7671,viwandani,secondary,22,male,Kikuyu,3,1,no_(2),lowest,second,0,Secure
7673,viwandani,primary,36,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7675,korogocho,secondary,39,male,Luo,4,1,yes,middle,fourth,0,Secure
7676,korogocho,primary,32,female,Other,4,0,yes,middle,middle,3,Severely insecure
7677,korogocho,primary,40,male,Luo,4,1,yes,lowest,second,3,Severely insecure
7681,korogocho,secondary,25,male,Kamba,3,1,no_(2),highest,highest,0,Secure
7682,viwandani,primary,41,male,Luhya,5,0,no_(2),middle,fourth,0,Secure
7686,korogocho,primary,50,female,Kamba,9,2,yes,highest,highest,0,Secure
7690,korogocho,primary,34,female,Kikuyu,3,0,no_(2),highest,fourth,1,Moderately insecure
7692,viwandani,secondary,38,male,Kisii,5,0,yes,middle,fourth,3,Severely insecure
7693,viwandani,secondary,22,male,Kamba,2,0,no_(2),lowest,second,2,Moderately insecure
7694,viwandani,primary,34,female,Kamba,3,0,no_(2),highest,fourth,2,Moderately insecure
7695,korogocho,secondary,32,male,Kikuyu,5,1,yes,highest,fourth,0,Secure
7696,korogocho,primary,38,female,Luhya,4,1,yes,lowest,lowest,2,Moderately insecure
7699,korogocho,primary,34,male,Kamba,3,0,no_(2),highest,highest,0,Secure
7702,korogocho,highest,38,male,Kikuyu,4,0,yes,middle,middle,3,Severely insecure
7704,korogocho,highest,24,female,Luo,6,2,yes,middle,second,1,Moderately insecure
7706,viwandani,secondary,38,female,Kisii,1,0,no_(2),lowest,lowest,0,Secure
7708,viwandani,secondary,18,male,Kikuyu,3,1,no_(2),middle,middle,0,Secure
7709,korogocho,primary,44,male,Other,11,2,yes,highest,highest,3,Severely insecure
7710,viwandani,primary,36,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
7715,viwandani,primary,37,male,Luhya,5,2,yes,middle,middle,0,Secure
7718,korogocho,secondary,67,male,Luo,8,4,yes,highest,highest,3,Severely insecure
7719,viwandani,secondary,35,female,Kisii,4,0,no_(2),lowest,second,2,Moderately insecure
7723,korogocho,secondary,26,female,Kamba,3,1,yes,highest,highest,0,Secure
7725,korogocho,never attended,61,female,Kikuyu,4,1,no_(2),highest,highest,0,Secure
7727,korogocho,primary,42,male,Kikuyu,3,0,no_(2),highest,highest,1,Moderately insecure
7728,viwandani,secondary,39,female,Kikuyu,2,0,no_(2),highest,highest,2,Moderately insecure
7729,viwandani,primary,40,male,Kisii,6,0,no_(2),highest,highest,0,Secure
7732,viwandani,secondary,58,male,Luhya,1,0,no_(2),highest,highest,2,Moderately insecure
7733,viwandani,primary,34,male,Kikuyu,4,1,yes,middle,second,1,Moderately insecure
7736,korogocho,never attended,62,female,Kikuyu,6,0,yes,middle,second,0,Secure
7737,viwandani,primary,32,male,Kamba,1,0,no_(2),highest,fourth,2,Moderately insecure
7738,korogocho,secondary,50,male,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
7739,viwandani,primary,26,male,Kikuyu,1,0,no_(2),highest,fourth,0,Secure
7741,viwandani,primary,36,female,Kikuyu,4,0,yes,highest,fourth,3,Severely insecure
7743,korogocho,primary,60,female,Kikuyu,5,1,yes,lowest,second,0,Secure
7745,korogocho,primary,26,male,Luo,5,2,yes,highest,highest,1,Moderately insecure
7747,korogocho,secondary,37,male,Luo,4,0,yes,highest,fourth,1,Moderately insecure
7748,viwandani,primary,49,male,Kamba,1,0,no_(2),middle,middle,0,Secure
7751,korogocho,secondary,41,female,Kikuyu,2,0,yes,highest,fourth,0,Secure
7756,korogocho,secondary,22,male,Luhya,1,0,no_(2),middle,middle,0,Secure
7757,viwandani,secondary,30,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
7758,korogocho,primary,29,male,Luo,5,2,yes,highest,highest,0,Secure
7760,korogocho,secondary,42,male,Kikuyu,6,2,yes,highest,highest,1,Moderately insecure
7764,viwandani,secondary,42,male,Kamba,1,0,no_(2),middle,second,0,Secure
7766,korogocho,secondary,25,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
7767,viwandani,secondary,27,male,Kisii,5,0,yes,middle,middle,3,Severely insecure
7769,korogocho,primary,31,female,Kikuyu,2,0,no_(2),lowest,second,3,Severely insecure
7770,viwandani,secondary,41,male,Kikuyu,4,0,no_(2),highest,highest,3,Severely insecure
7772,korogocho,primary,45,female,Kikuyu,1,0,yes,lowest,second,3,Severely insecure
7773,korogocho,primary,27,male,Kamba,4,2,yes,middle,middle,3,Severely insecure
7775,korogocho,never attended,32,male,Other,7,2,yes,highest,highest,0,Secure
7776,viwandani,secondary,56,male,Kisii,5,0,no_(2),highest,fourth,3,Severely insecure
7777,korogocho,highest,27,male,Kikuyu,2,0,yes,highest,highest,0,Secure
7779,korogocho,secondary,32,male,Luo,1,0,no_(2),lowest,lowest,2,Moderately insecure
7781,korogocho,secondary,38,male,Luhya,5,2,yes,middle,middle,2,Moderately insecure
7782,viwandani,secondary,25,male,Kamba,3,1,yes,middle,middle,2,Moderately insecure
7783,viwandani,secondary,31,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
7785,viwandani,secondary,28,male,Kamba,3,1,no_(2),middle,fourth,0,Secure
7788,korogocho,primary,34,male,Luhya,1,0,no_(2),middle,middle,3,Severely insecure
7790,viwandani,primary,41,male,Kamba,2,0,no_(2),middle,middle,2,Moderately insecure
7791,viwandani,secondary,34,male,Other,4,0,yes,middle,middle,3,Severely insecure
7792,korogocho,never attended,45,female,Other,5,0,yes,middle,fourth,3,Severely insecure
7793,viwandani,primary,54,male,Kamba,3,0,yes,lowest,lowest,3,Severely insecure
7794,viwandani,highest,30,male,Kisii,3,0,yes,middle,fourth,2,Moderately insecure
7795,korogocho,primary,39,female,Luo,9,1,no_(2),highest,highest,1,Moderately insecure
7797,korogocho,primary,33,female,Other,1,0,no_(2),lowest,lowest,3,Severely insecure
7799,korogocho,primary,57,male,Kikuyu,3,0,yes,middle,middle,3,Severely insecure
7800,korogocho,never attended,54,female,Luo,7,0,yes,middle,second,3,Severely insecure
7803,viwandani,primary,54,female,Kamba,1,0,no_(2),middle,second,0,Secure
7806,viwandani,secondary,24,male,Kisii,4,2,yes,middle,middle,3,Severely insecure
7807,viwandani,secondary,45,female,Luhya,3,0,no_(2),middle,middle,2,Moderately insecure
7809,korogocho,primary,27,male,Kikuyu,4,1,yes,highest,highest,1,Moderately insecure
7811,korogocho,secondary,40,male,Luo,5,1,no_(2),highest,highest,1,Moderately insecure
7813,korogocho,secondary,49,male,Other,8,2,yes,middle,middle,0,Secure
7815,korogocho,primary,73,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
7816,korogocho,secondary,37,male,Kikuyu,5,1,yes,middle,fourth,0,Secure
7817,korogocho,secondary,39,male,Luhya,6,2,yes,highest,fourth,3,Severely insecure
7820,korogocho,highest,25,female,Luo,3,2,no_(2),highest,highest,0,Secure
7821,viwandani,secondary,46,male,Kamba,5,1,no_(2),middle,middle,2,Moderately insecure
7823,viwandani,secondary,53,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7824,korogocho,secondary,23,male,Luhya,1,0,no_(2),middle,fourth,1,Moderately insecure
7826,korogocho,secondary,43,male,Luo,3,0,no_(2),highest,highest,1,Moderately insecure
7827,viwandani,secondary,35,female,Kikuyu,2,0,yes,lowest,second,4,Severely insecure
7830,viwandani,secondary,21,male,Luhya,1,0,no_(2),lowest,lowest,2,Moderately insecure
7831,viwandani,secondary,52,male,Kamba,3,0,no_(2),highest,highest,0,Secure
7833,korogocho,primary,63,male,Luhya,2,0,no_(2),lowest,second,1,Moderately insecure
7834,viwandani,never attended,51,male,Other,8,1,yes,lowest,second,1,Moderately insecure
7836,viwandani,secondary,31,male,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
7840,viwandani,secondary,40,male,Kisii,1,0,no_(2),middle,fourth,2,Moderately insecure
7842,korogocho,primary,46,female,Luo,2,0,no_(2),middle,middle,3,Severely insecure
7845,viwandani,primary,18,female,Kikuyu,4,2,yes,highest,fourth,3,Severely insecure
7846,viwandani,primary,30,male,Kikuyu,1,0,no_(2),lowest,second,2,Moderately insecure
7848,korogocho,primary,57,male,Luhya,4,0,no_(2),highest,fourth,3,Severely insecure
7849,korogocho,secondary,29,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
7851,viwandani,primary,39,male,Kamba,3,0,no_(2),middle,middle,2,Moderately insecure
7852,korogocho,primary,54,male,Luo,3,0,yes,middle,middle,3,Severely insecure
7853,korogocho,primary,60,female,Luhya,3,0,yes,lowest,lowest,3,Severely insecure
7854,viwandani,secondary,26,male,Kikuyu,3,1,yes,lowest,lowest,2,Moderately insecure
7856,viwandani,primary,57,male,Luhya,9,0,yes,highest,highest,3,Severely insecure
7858,korogocho,secondary,18,male,Luo,3,0,yes,lowest,second,3,Severely insecure
7861,korogocho,primary,31,female,Kikuyu,5,1,yes,middle,middle,0,Secure
7862,viwandani,primary,33,male,Luo,1,0,no_(2),highest,highest,0,Secure
7863,viwandani,primary,50,male,Luhya,2,0,yes,lowest,lowest,0,Secure
7865,korogocho,secondary,35,male,Luo,3,1,yes,highest,highest,3,Severely insecure
7867,viwandani,secondary,50,male,Kamba,2,0,no_(2),middle,middle,2,Moderately insecure
7868,korogocho,secondary,36,male,Luo,5,1,yes,highest,highest,3,Severely insecure
7869,korogocho,primary,63,male,Luo,6,0,yes,highest,highest,3,Severely insecure
7871,korogocho,secondary,41,male,Kikuyu,5,0,no_(2),highest,fourth,1,Moderately insecure
7872,korogocho,primary,53,male,Other,2,0,no_(2),lowest,lowest,2,Moderately insecure
7873,viwandani,primary,48,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7874,korogocho,primary,43,female,Kikuyu,2,0,no_(2),middle,middle,0,Secure
7875,korogocho,primary,31,male,Kikuyu,1,0,no_(2),lowest,second,3,Severely insecure
7876,viwandani,secondary,38,female,Kikuyu,3,0,no_(2),highest,highest,2,Moderately insecure
7877,viwandani,secondary,19,male,Kikuyu,3,0,yes,lowest,lowest,0,Secure
7878,korogocho,primary,48,male,Luo,6,0,no_(2),highest,highest,1,Moderately insecure
7881,viwandani,primary,18,male,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
7883,viwandani,secondary,18,male,Luhya,1,0,no_(2),highest,fourth,0,Secure
7884,korogocho,primary,35,male,Kamba,1,0,no_(2),middle,middle,1,Moderately insecure
7885,viwandani,secondary,38,male,Other,1,0,no_(2),middle,middle,2,Moderately insecure
7886,viwandani,secondary,34,male,Kamba,5,1,yes,middle,middle,1,Moderately insecure
7888,korogocho,secondary,26,male,Luhya,4,0,yes,highest,fourth,0,Secure
7889,viwandani,secondary,28,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
7890,korogocho,never attended,66,male,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
7891,korogocho,secondary,37,male,Kamba,1,0,no_(2),highest,highest,0,Secure
7893,viwandani,secondary,18,male,Luhya,1,0,no_(2),lowest,lowest,2,Moderately insecure
7896,viwandani,secondary,30,male,Kamba,4,2,no_(2),highest,highest,2,Moderately insecure
7897,viwandani,primary,52,male,Kamba,1,0,no_(2),middle,second,2,Moderately insecure
7898,viwandani,secondary,25,male,Kamba,2,0,no_(2),middle,middle,2,Moderately insecure
7899,viwandani,highest,27,male,Luo,4,1,yes,highest,highest,2,Moderately insecure
7902,korogocho,secondary,47,male,Kikuyu,3,0,no_(2),middle,middle,0,Secure
7903,korogocho,primary,38,female,Luhya,1,0,no_(2),middle,middle,2,Moderately insecure
7904,viwandani,secondary,37,female,Kamba,1,0,no_(2),middle,second,2,Moderately insecure
7906,korogocho,secondary,26,male,Luhya,3,1,no_(2),lowest,second,2,Moderately insecure
7908,viwandani,secondary,54,male,Kisii,1,0,no_(2),middle,second,2,Moderately insecure
7909,viwandani,secondary,50,female,Kamba,2,0,no_(2),highest,fourth,0,Secure
7910,korogocho,secondary,37,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
7911,viwandani,secondary,55,male,Luhya,3,0,yes,highest,highest,0,Secure
7913,viwandani,secondary,42,male,Kikuyu,5,0,no_(2),highest,highest,0,Secure
7914,korogocho,primary,44,male,Luhya,6,0,yes,highest,fourth,3,Severely insecure
7916,korogocho,never attended,76,male,Kikuyu,3,0,yes,middle,fourth,0,Secure
7917,viwandani,secondary,34,male,Kisii,4,0,no_(2),lowest,second,2,Moderately insecure
7918,korogocho,secondary,27,male,Luo,4,1,yes,highest,highest,1,Moderately insecure
7919,viwandani,secondary,29,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
7920,viwandani,highest,26,male,Luhya,2,0,no_(2),highest,fourth,0,Secure
7922,viwandani,secondary,35,male,Kikuyu,4,1,no_(2),highest,highest,1,Moderately insecure
7923,korogocho,primary,33,female,Kikuyu,6,1,yes,lowest,lowest,3,Severely insecure
7924,korogocho,secondary,28,male,Luo,4,1,yes,highest,fourth,3,Severely insecure
7925,korogocho,never attended,64,male,Other,9,1,yes,highest,highest,0,Secure
7926,korogocho,primary,48,female,Luhya,5,0,yes,lowest,lowest,3,Severely insecure
7930,viwandani,primary,23,male,Kamba,3,1,no_(2),middle,middle,0,Secure
7931,viwandani,primary,60,male,Kamba,1,0,no_(2),highest,highest,0,Secure
7933,korogocho,primary,53,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
7934,viwandani,secondary,38,male,Kikuyu,4,1,no_(2),highest,highest,0,Secure
7937,korogocho,highest,22,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
7940,korogocho,primary,55,male,Luhya,5,1,no_(2),lowest,second,1,Moderately insecure
7941,viwandani,secondary,44,male,Other,4,0,yes,highest,highest,0,Secure
7942,korogocho,primary,35,male,Kikuyu,4,1,yes,highest,highest,1,Moderately insecure
7943,viwandani,never attended,50,female,Luo,6,1,yes,highest,highest,3,Severely insecure
7945,korogocho,secondary,41,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
7946,viwandani,secondary,50,male,Kikuyu,2,0,no_(2),lowest,lowest,2,Moderately insecure
7948,viwandani,secondary,44,male,Luhya,6,1,yes,highest,highest,0,Secure
7949,viwandani,secondary,43,male,Kamba,1,0,no_(2),highest,fourth,1,Moderately insecure
7951,korogocho,primary,31,male,Luhya,2,1,yes,highest,fourth,2,Moderately insecure
7952,korogocho,secondary,25,female,Luhya,4,1,yes,middle,middle,0,Secure
7953,korogocho,secondary,48,female,Kikuyu,4,0,yes,highest,highest,0,Secure
7955,korogocho,primary,60,male,Kikuyu,3,0,yes,lowest,second,2,Moderately insecure
7957,viwandani,secondary,25,male,Kamba,3,1,no_(2),middle,fourth,0,Secure
7958,viwandani,primary,33,female,Kikuyu,2,0,no_(2),lowest,second,0,Secure
7960,viwandani,secondary,33,male,Kamba,4,2,yes,middle,middle,2,Moderately insecure
7961,korogocho,primary,33,female,Kamba,3,0,no_(2),lowest,lowest,1,Moderately insecure
7962,korogocho,primary,29,male,Luhya,3,1,yes,lowest,lowest,3,Severely insecure
7963,viwandani,secondary,40,male,Kamba,5,1,yes,highest,highest,1,Moderately insecure
7964,korogocho,primary,29,male,Luhya,3,1,no_(2),highest,highest,0,Secure
7965,korogocho,secondary,24,male,Kikuyu,4,0,yes,highest,fourth,3,Severely insecure
7966,viwandani,primary,36,male,Kamba,1,0,no_(2),middle,middle,0,Secure
7968,viwandani,primary,37,female,Kikuyu,1,0,no_(2),highest,fourth,2,Moderately insecure
7970,korogocho,never attended,25,male,Kikuyu,1,0,no_(2),middle,second,2,Moderately insecure
7974,viwandani,secondary,22,male,Kamba,2,0,yes,highest,fourth,0,Secure
7975,viwandani,secondary,27,female,Kisii,1,0,no_(2),middle,middle,2,Moderately insecure
7976,viwandani,never attended,74,female,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
7981,viwandani,secondary,31,male,Kisii,4,1,no_(2),middle,middle,0,Secure
7982,viwandani,secondary,28,male,Kikuyu,2,0,no_(2),lowest,lowest,0,Secure
7985,korogocho,secondary,34,male,Kikuyu,5,2,yes,highest,fourth,3,Severely insecure
7986,korogocho,secondary,19,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
7991,korogocho,primary,36,male,Kikuyu,6,1,yes,highest,fourth,1,Moderately insecure
7992,viwandani,secondary,22,male,Kisii,2,0,no_(2),middle,middle,2,Moderately insecure
7993,viwandani,secondary,56,male,Kisii,2,0,no_(2),middle,fourth,0,Secure
7997,viwandani,secondary,40,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
8000,viwandani,secondary,41,male,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
8002,viwandani,secondary,27,male,Kisii,5,1,no_(2),highest,highest,2,Moderately insecure
8003,viwandani,secondary,25,male,Kisii,3,1,no_(2),highest,highest,0,Secure
8005,viwandani,primary,25,male,Kikuyu,3,1,no_(2),middle,middle,3,Severely insecure
8008,viwandani,primary,47,female,Kikuyu,3,0,yes,highest,fourth,0,Secure
8009,korogocho,primary,46,female,Kikuyu,2,0,yes,middle,middle,2,Moderately insecure
8010,korogocho,secondary,20,female,Luo,3,0,yes,lowest,lowest,3,Severely insecure
8012,viwandani,primary,24,female,Kamba,3,1,yes,middle,middle,2,Moderately insecure
8014,korogocho,secondary,56,female,Kamba,2,0,no_(2),middle,fourth,2,Moderately insecure
8017,viwandani,secondary,25,male,Kisii,3,1,no_(2),highest,fourth,2,Moderately insecure
8020,korogocho,secondary,35,male,Kikuyu,4,1,yes,middle,second,2,Moderately insecure
8021,viwandani,primary,46,female,Kamba,1,0,no_(2),highest,fourth,1,Moderately insecure
8022,viwandani,primary,30,male,Kamba,2,0,no_(2),highest,fourth,2,Moderately insecure
8023,viwandani,secondary,39,male,Kikuyu,4,1,yes,lowest,second,3,Severely insecure
8027,korogocho,primary,44,female,Kikuyu,5,1,yes,highest,highest,1,Moderately insecure
8031,viwandani,secondary,49,male,Luhya,2,0,no_(2),lowest,second,2,Moderately insecure
8033,viwandani,primary,33,male,Kikuyu,4,0,yes,highest,highest,0,Secure
8035,korogocho,primary,49,female,Luo,4,1,yes,highest,highest,3,Severely insecure
8036,korogocho,primary,27,male,Luo,4,2,no_(2),highest,fourth,2,Moderately insecure
8038,viwandani,highest,44,male,Kamba,4,1,no_(2),highest,highest,2,Moderately insecure
8039,korogocho,primary,36,female,Other,4,0,yes,lowest,lowest,2,Moderately insecure
8040,korogocho,primary,29,male,Kamba,4,2,yes,middle,middle,3,Severely insecure
8044,korogocho,primary,38,male,Luhya,4,1,yes,middle,middle,3,Severely insecure
8045,viwandani,secondary,26,male,Kikuyu,2,0,yes,middle,middle,0,Secure
8046,korogocho,primary,32,female,Kikuyu,3,1,yes,highest,fourth,0,Secure
8047,korogocho,never attended,61,female,Kikuyu,4,0,yes,highest,highest,1,Moderately insecure
8048,korogocho,primary,23,male,Kamba,1,0,no_(2),middle,second,0,Secure
8049,viwandani,primary,31,male,Kamba,5,1,yes,lowest,second,0,Secure
8050,viwandani,secondary,29,male,Kisii,4,1,yes,highest,highest,0,Secure
8051,viwandani,secondary,38,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
8054,viwandani,secondary,36,male,Luo,7,0,no_(2),middle,middle,3,Severely insecure
8055,viwandani,secondary,47,male,Kamba,5,0,yes,highest,highest,0,Secure
8056,korogocho,never attended,76,female,Kikuyu,2,0,yes,lowest,second,2,Moderately insecure
8057,viwandani,primary,49,male,Kamba,3,0,no_(2),lowest,second,3,Severely insecure
8058,viwandani,secondary,49,male,Kikuyu,4,0,no_(2),middle,fourth,0,Secure
8060,korogocho,secondary,24,male,Luhya,2,0,yes,middle,middle,1,Moderately insecure
8062,korogocho,primary,26,male,Kikuyu,5,1,yes,highest,highest,3,Severely insecure
8065,korogocho,primary,48,male,Luo,2,0,no_(2),highest,highest,0,Secure
8066,viwandani,secondary,36,male,Kamba,5,0,yes,lowest,lowest,0,Secure
8068,viwandani,secondary,55,female,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
8069,korogocho,primary,56,male,Kamba,4,0,yes,highest,fourth,3,Severely insecure
8071,viwandani,primary,40,female,Luhya,3,1,yes,highest,highest,0,Secure
8073,viwandani,secondary,31,male,Kamba,4,1,yes,middle,middle,3,Severely insecure
8076,korogocho,secondary,26,male,Other,2,0,yes,highest,fourth,0,Secure
8077,viwandani,primary,38,male,Luo,3,0,yes,middle,fourth,0,Secure
8078,korogocho,primary,64,male,Kikuyu,1,0,no_(2),highest,fourth,2,Moderately insecure
8079,korogocho,primary,60,male,Kikuyu,6,0,yes,highest,highest,2,Moderately insecure
8080,korogocho,secondary,46,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
8081,korogocho,secondary,30,male,Kikuyu,2,0,yes,middle,fourth,0,Secure
8082,viwandani,primary,50,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
8083,viwandani,primary,45,male,Luhya,4,0,yes,highest,fourth,3,Severely insecure
8088,korogocho,secondary,50,female,Kikuyu,1,0,no_(2),lowest,second,0,Secure
8089,korogocho,primary,24,male,Kikuyu,4,1,yes,middle,middle,3,Severely insecure
8090,viwandani,primary,40,female,Kikuyu,2,0,no_(2),lowest,lowest,0,Secure
8091,korogocho,primary,55,male,Kikuyu,8,0,yes,highest,highest,1,Moderately insecure
8092,korogocho,primary,57,male,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
8097,viwandani,primary,43,male,Kamba,4,0,yes,middle,fourth,0,Secure
8098,korogocho,primary,29,male,Luhya,4,1,yes,highest,highest,0,Secure
8104,viwandani,primary,32,male,Other,4,1,yes,lowest,second,3,Severely insecure
8106,korogocho,primary,60,female,Kikuyu,1,0,no_(2),highest,highest,1,Moderately insecure
8107,viwandani,secondary,46,male,Kikuyu,2,0,no_(2),lowest,second,0,Secure
8108,viwandani,secondary,45,female,Kikuyu,4,1,no_(2),highest,highest,0,Secure
8109,viwandani,primary,38,male,Kikuyu,4,0,yes,highest,highest,0,Secure
8110,viwandani,primary,27,male,Luhya,1,0,no_(2),highest,fourth,0,Secure
8112,viwandani,secondary,32,male,Kisii,4,1,yes,middle,fourth,0,Secure
8113,korogocho,secondary,32,female,Kikuyu,3,0,no_(2),highest,highest,1,Moderately insecure
8115,korogocho,primary,35,female,Kikuyu,4,0,yes,highest,highest,0,Secure
8116,korogocho,secondary,35,female,Other,4,1,yes,middle,middle,3,Severely insecure
8119,korogocho,secondary,41,male,Kikuyu,5,1,yes,highest,highest,0,Secure
8121,korogocho,primary,53,male,Luhya,5,1,no_(2),highest,highest,3,Severely insecure
8123,korogocho,never attended,79,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
8124,viwandani,primary,33,male,Kamba,4,2,yes,lowest,second,0,Secure
8125,viwandani,primary,38,male,Luhya,1,0,no_(2),highest,highest,0,Secure
8126,viwandani,secondary,31,male,Kamba,6,2,yes,highest,highest,2,Moderately insecure
8127,viwandani,highest,33,male,Luo,5,1,no_(2),highest,fourth,0,Secure
8128,korogocho,primary,41,male,Kikuyu,1,0,no_(2),lowest,second,1,Moderately insecure
8130,korogocho,primary,33,male,Luhya,1,0,no_(2),lowest,lowest,1,Moderately insecure
8132,viwandani,primary,28,female,Kamba,2,0,no_(2),lowest,second,0,Secure
8133,korogocho,secondary,41,female,Kikuyu,1,0,no_(2),middle,middle,3,Severely insecure
8134,viwandani,primary,47,female,Kamba,5,0,yes,middle,fourth,3,Severely insecure
8135,viwandani,secondary,35,male,Kisii,5,2,yes,highest,highest,0,Secure
8136,viwandani,secondary,37,male,Luhya,2,0,no_(2),middle,middle,2,Moderately insecure
8137,viwandani,secondary,28,male,Luo,2,0,no_(2),lowest,second,0,Secure
8139,korogocho,secondary,25,female,Luo,3,1,yes,lowest,lowest,3,Severely insecure
8143,korogocho,primary,51,male,Luo,1,0,no_(2),lowest,lowest,2,Moderately insecure
8144,korogocho,primary,40,female,Kikuyu,4,0,yes,highest,highest,1,Moderately insecure
8145,korogocho,secondary,25,male,Luo,3,0,yes,lowest,second,1,Moderately insecure
8147,viwandani,secondary,24,male,Kamba,1,0,no_(2),highest,fourth,0,Secure
8148,korogocho,never attended,66,male,Other,12,0,yes,highest,fourth,3,Severely insecure
8154,korogocho,primary,59,female,Kikuyu,2,0,yes,highest,highest,1,Moderately insecure
8157,korogocho,secondary,20,male,Kikuyu,1,1,yes,middle,middle,0,Secure
8159,korogocho,primary,61,male,Kikuyu,1,0,no_(2),highest,fourth,1,Moderately insecure
8160,korogocho,primary,42,male,Other,2,0,no_(2),highest,highest,0,Secure
8162,viwandani,secondary,39,male,Luhya,6,0,yes,middle,fourth,0,Secure
8164,viwandani,secondary,30,male,Luhya,3,1,yes,middle,fourth,3,Severely insecure
8166,viwandani,secondary,33,female,Kisii,5,1,yes,highest,highest,0,Secure
